Complexity,Loss,Equation
1,0.7069613,"x0"
2,0.56596,"exp(x0)"
3,0.097849876,"(x0 * 2.3449557)"
4,0.04976057,"(exp(x0) * x0)"
5,0.037575427,"((3.004863 ^ x0) * x0)"
6,0.037324294,"(x0 * exp(x0 - -0.08410365))"
7,0.037279643,"((2.9613848 ^ (x0 ^ 0.9132228)) * x0)"
8,0.037244376,"((exp(x0 + 0.09245257) * x0) + -0.014657749)"
9,0.037201997,"(((x0 ^ 1.4370697) ^ (1.4544355 ^ x0)) * 2.97994)"
12,0.03718261,"(sin((x0 ^ 0.6660738) / x0) * (x0 / (0.28311488 ^ x0)))"
13,0.037151136,"(exp(sin(cos(-0.10209778 / x0))) * ((x0 * exp(x0)) * 0.47151652))"
14,0.037081618,"(exp(cos(-0.11703172 / x0)) * (((x0 * exp(x0)) - -0.03197683) * 0.3977137))"
15,0.03708161,"(exp(cos(-0.11703172 / x0)) * (((x0 * exp(x0)) - sin(-0.03197683)) * 0.3977137))"
16,0.037078604,"((exp(cos(-0.11703172 / x0)) * (((x0 * exp(x0)) - -0.03197683) * 0.3977137)) + -0.0012185717)"
18,0.037050776,"(exp(cos(0.11699943 / x0)) * (((x0 * exp(x0)) - (-0.03197683 * (x0 ^ -0.15324499))) * 0.3977137))"
19,0.03705071,"(exp(cos(0.11699943 / x0)) * (((x0 * exp(x0)) - (sin(-0.03197683) * (x0 ^ -0.15324499))) * 0.3977137))"
20,0.036997855,"(exp(cos(0.11699943 / x0)) * (((x0 * exp(x0)) - (-0.03197683 * (x0 ^ (-0.22196054 + x0)))) * 0.3977137))"
